Customer_ID,Age,Gender,Location,Total_Spend,Average_Order_Value,Previous_Purchases,Average_Rating,Discount_Usage_Rate,Promo_Usage_Rate,Subscription_Rate,Customer_Value_Tier
1048,31,Male,Utah,36,36.0,7,4.2,1.0,1.0,1.0,Low
1049,30,Male,Maine,77,77.0,19,2.7,1.0,1.0,1.0,High
1050,45,Male,Virginia,33,33.0,24,2.8,1.0,1.0,1.0,Low
1051,48,Male,Florida,64,64.0,19,3.8,1.0,1.0,1.0,Medium
1052,45,Male,Ohio,53,53.0,39,2.6,1.0,1.0,1.0,Medium
1053,60,Male,Virginia,36,36.0,1,3.0,1.0,1.0,1.0,Low
1054,59,Male,Kansas,70,70.0,10,3.3,1.0,1.0,0.0,Medium
1055,18,Male,Arkansas,96,96.0,48,4.9,1.0,1.0,0.0,High
1056,70,Male,Massachusetts,27,27.0,24,3.3,1.0,1.0,0.0,Low
1057,20,Male,Idaho,64,64.0,42,2.9,1.0,1.0,0.0,Medium
1058,65,Male,Wisconsin,23,23.0,20,4.4,1.0,1.0,0.0,Low
1059,29,Male,New Mexico,33,33.0,49,3.1,1.0,1.0,0.0,Low
1060,22,Male,North Carolina,34,34.0,25,2.5,1.0,1.0,0.0,Low
1061,27,Male,Iowa,35,35.0,21,2.6,1.0,1.0,0.0,Low
1062,36,Male,Idaho,62,62.0,12,4.4,1.0,1.0,0.0,Medium
1063,59,Male,Ohio,75,75.0,21,2.6,1.0,1.0,0.0,High
1064,62,Male,Alabama,29,29.0,35,3.3,1.0,1.0,0.0,Low
1065,34,Male,Wyoming,28,28.0,42,3.5,1.0,1.0,0.0,Low
1066,59,Male,Alabama,20,20.0,3,4.1,1.0,1.0,0.0,Low
1067,49,Male,Mississippi,96,96.0,11,4.0,1.0,1.0,0.0,High
1068,18,Male,Pennsylvania,43,43.0,22,2.7,1.0,1.0,0.0,Low
1069,55,Male,Wyoming,94,94.0,47,2.5,1.0,1.0,0.0,High
1070,38,Male,Maryland,81,81.0,33,4.3,1.0,1.0,0.0,High
1071,50,Male,North Carolina,75,75.0,50,3.3,1.0,1.0,0.0,High
1072,61,Male,Pennsylvania,81,81.0,46,2.6,1.0,1.0,0.0,High
1073,48,Male,Idaho,92,92.0,34,,1.0,1.0,0.0,High
1074,22,Male,California,96,96.0,33,4.0,1.0,1.0,0.0,High
1075,48,Male,Tennessee,71,71.0,45,2.6,1.0,1.0,0.0,Medium
1076,57,Male,Missouri,50,50.0,32,4.9,1.0,1.0,0.0,Medium
1077,33,Male,North Dakota,72,72.0,47,2.9,1.0,1.0,0.0,Medium
1078,58,Male,West Virginia,28,28.0,5,3.7,1.0,1.0,0.0,Low
1079,37,Male,Arizona,59,59.0,49,4.4,1.0,1.0,0.0,Medium
1080,18,Male,Oklahoma,33,33.0,48,4.4,1.0,1.0,0.0,Low
1081,65,Male,Pennsylvania,59,59.0,22,3.8,1.0,1.0,0.0,Medium
1082,62,Male,Idaho,30,30.0,45,4.5,1.0,1.0,0.0,Low
1083,54,Male,South Carolina,85,85.0,30,2.6,1.0,1.0,0.0,High
1084,35,Male,Washington,97,97.0,43,3.3,1.0,1.0,0.0,High
1085,34,Male,Arkansas,36,36.0,48,4.1,1.0,1.0,0.0,Low
1086,25,Male,Utah,85,85.0,23,3.0,1.0,1.0,0.0,High
1087,53,Male,Alaska,62,62.0,27,3.0,1.0,1.0,0.0,Medium
1088,45,Male,West Virginia,71,71.0,7,3.4,1.0,1.0,0.0,Medium
1089,49,Male,Louisiana,21,21.0,2,2.7,1.0,1.0,0.0,Low
1090,40,Male,Arizona,61,61.0,33,3.8,1.0,1.0,0.0,Medium
1091,38,Male,Connecticut,58,58.0,27,4.2,1.0,1.0,0.0,Medium
1092,44,Male,North Carolina,80,80.0,6,4.7,1.0,1.0,0.0,High
1093,68,Male,South Dakota,50,50.0,20,4.1,1.0,1.0,0.0,Medium
1094,60,Male,Delaware,48,48.0,46,4.2,1.0,1.0,0.0,Medium
1095,25,Male,Connecticut,40,40.0,25,4.8,1.0,1.0,0.0,Low
1096,19,Male,Tennessee,34,34.0,30,3.0,1.0,1.0,0.0,Low
1097,57,Male,New Hampshire,46,46.0,48,2.6,1.0,1.0,0.0,Medium
1098,58,Male,Vermont,27,27.0,47,3.2,1.0,1.0,0.0,Low
1099,49,Male,Idaho,98,98.0,27,3.6,1.0,1.0,0.0,High
1100,19,Male,North Carolina,73,73.0,45,2.6,1.0,1.0,0.0,Medium
1101,50,Male,Nevada,28,28.0,2,4.4,1.0,1.0,0.0,Low
1102,30,Male,Delaware,76,76.0,39,3.0,1.0,1.0,0.0,High
1103,52,Male,Texas,83,83.0,24,2.9,1.0,1.0,0.0,High
1104,35,Male,Tennessee,23,23.0,8,4.3,1.0,1.0,0.0,Low
1105,35,Male,Delaware,28,28.0,8,3.1,1.0,1.0,0.0,Low
1106,33,Male,Massachusetts,83,83.0,6,3.0,1.0,1.0,0.0,High
1107,52,Male,Minnesota,96,96.0,12,3.6,1.0,1.0,0.0,High
1108,69,Male,Texas,62,62.0,26,2.8,1.0,1.0,0.0,Medium
1109,27,Male,Nebraska,25,25.0,50,2.8,1.0,1.0,0.0,Low
1110,66,Male,Oklahoma,97,97.0,2,,1.0,1.0,0.0,High
1111,28,Male,Texas,61,61.0,31,3.0,1.0,1.0,0.0,Medium
1112,22,Male,New York,66,66.0,4,4.1,1.0,1.0,0.0,Medium
1113,69,Male,Washington,67,67.0,32,4.6,1.0,1.0,0.0,Medium
1114,28,Male,Maryland,80,80.0,11,4.8,1.0,1.0,0.0,High
1115,55,Male,New Hampshire,25,25.0,47,2.6,1.0,1.0,0.0,Low
1116,30,Male,New York,58,58.0,37,4.0,1.0,1.0,0.0,Medium
1117,67,Male,Hawaii,96,96.0,39,4.2,1.0,1.0,0.0,High
1118,25,Male,California,77,77.0,24,4.5,1.0,1.0,0.0,High
1119,49,Male,Indiana,65,65.0,11,4.9,1.0,1.0,0.0,Medium
1120,34,Male,Louisiana,36,36.0,36,3.1,1.0,1.0,0.0,Low
1121,22,Male,Pennsylvania,84,84.0,40,4.0,1.0,1.0,0.0,High
1122,63,Male,Florida,58,58.0,25,3.2,1.0,1.0,0.0,Medium
1123,70,Male,North Carolina,62,62.0,12,4.3,1.0,1.0,0.0,Medium
1124,36,Male,Massachusetts,67,67.0,38,2.5,1.0,1.0,0.0,Medium
1125,42,Male,Iowa,20,20.0,40,,1.0,1.0,0.0,Low
1126,27,Male,North Dakota,90,90.0,10,2.7,1.0,1.0,0.0,High
1127,23,Male,Iowa,58,58.0,47,3.4,1.0,1.0,0.0,Medium
1128,50,Male,Delaware,53,53.0,22,4.8,1.0,1.0,0.0,Medium
1129,56,Male,New York,30,30.0,35,4.7,1.0,1.0,0.0,Low
1130,37,Male,New Hampshire,65,65.0,46,4.7,1.0,1.0,0.0,Medium
1131,67,Male,Kentucky,41,41.0,30,3.9,1.0,1.0,0.0,Low
1132,67,Male,Illinois,73,73.0,20,3.7,1.0,1.0,0.0,Medium
1133,50,Male,North Carolina,98,98.0,25,4.3,1.0,1.0,0.0,High
1134,36,Male,Connecticut,36,36.0,29,4.1,1.0,1.0,0.0,Low
1135,62,Male,Wisconsin,81,81.0,2,,1.0,1.0,0.0,High
1136,65,Male,Massachusetts,90,90.0,32,3.6,1.0,1.0,0.0,High
1137,23,Male,Illinois,83,83.0,37,4.8,1.0,1.0,0.0,High
1138,46,Male,New Mexico,91,91.0,16,2.8,1.0,1.0,0.0,High
1139,18,Male,Iowa,36,36.0,32,4.7,1.0,1.0,0.0,Low
1140,58,Male,Alabama,53,53.0,42,3.9,1.0,1.0,0.0,Medium
1141,31,Male,Maryland,39,39.0,6,2.6,1.0,1.0,0.0,Low
1142,39,Male,Ohio,33,33.0,23,4.7,1.0,1.0,0.0,Low
1143,69,Male,Ohio,76,76.0,27,3.5,1.0,1.0,0.0,High
1144,68,Male,Nevada,23,23.0,43,4.4,1.0,1.0,0.0,Low
1145,41,Male,South Carolina,54,54.0,25,4.4,1.0,1.0,0.0,Medium
1146,31,Male,Nevada,89,89.0,30,3.0,1.0,1.0,0.0,High
1147,48,Male,Wisconsin,38,38.0,7,4.2,1.0,1.0,0.0,Low
1148,59,Male,Tennessee,36,36.0,17,4.3,1.0,1.0,0.0,Low
1149,34,Male,Florida,66,66.0,10,2.6,1.0,1.0,0.0,Medium
1150,21,Male,Georgia,42,42.0,40,3.3,1.0,1.0,0.0,Low
1151,29,Male,Kentucky,36,36.0,50,2.7,1.0,1.0,0.0,Low
1152,41,Male,Ohio,86,86.0,24,,1.0,1.0,0.0,High
1153,62,Male,Connecticut,49,49.0,8,4.0,1.0,1.0,0.0,Medium
1154,27,Male,Idaho,41,41.0,6,4.0,1.0,1.0,0.0,Low
1155,49,Male,Georgia,82,82.0,44,2.9,1.0,1.0,0.0,High
1156,67,Male,Tennessee,53,53.0,47,2.6,1.0,1.0,0.0,Medium
1157,20,Male,Hawaii,21,21.0,6,4.8,1.0,1.0,0.0,Low
1158,37,Male,Maryland,66,66.0,11,4.4,1.0,1.0,0.0,Medium
1159,69,Male,Nevada,89,89.0,41,4.0,1.0,1.0,0.0,High
1160,66,Male,New Hampshire,55,55.0,46,3.6,1.0,1.0,0.0,Medium
1161,37,Male,North Dakota,42,42.0,9,3.2,1.0,1.0,0.0,Low
1162,63,Male,Oklahoma,52,52.0,37,3.1,1.0,1.0,0.0,Medium
1163,47,Male,North Carolina,92,92.0,13,4.2,1.0,1.0,0.0,High
1164,26,Male,Tennessee,56,56.0,24,3.0,1.0,1.0,0.0,Medium
1165,68,Male,Montana,96,96.0,47,4.2,1.0,1.0,0.0,High
1166,51,Male,Wisconsin,64,64.0,21,2.9,1.0,1.0,0.0,Medium
1167,48,Male,Connecticut,48,48.0,22,3.7,1.0,1.0,0.0,Medium
1168,60,Male,New Jersey,83,83.0,16,3.6,1.0,1.0,0.0,High
1169,68,Male,Mississippi,91,91.0,37,3.6,1.0,1.0,0.0,High
1170,25,Male,Wyoming,94,94.0,3,4.5,1.0,1.0,0.0,High
1171,57,Male,Illinois,62,62.0,33,3.2,1.0,1.0,0.0,Medium
1172,41,Male,Louisiana,55,55.0,15,3.9,1.0,1.0,0.0,Medium
1173,59,Male,Oregon,68,68.0,42,4.6,1.0,1.0,0.0,Medium
1174,44,Male,South Dakota,76,76.0,42,2.5,1.0,1.0,0.0,High
1175,42,Male,Michigan,31,31.0,19,4.3,1.0,1.0,0.0,Low
1176,35,Male,New Jersey,81,81.0,26,4.1,1.0,1.0,0.0,High
1177,36,Male,Oregon,83,83.0,39,,1.0,1.0,0.0,High
1178,54,Male,Iowa,21,21.0,24,4.8,1.0,1.0,0.0,Low
1179,37,Male,South Carolina,22,22.0,23,4.9,1.0,1.0,0.0,Low
1180,20,Male,Indiana,33,33.0,44,2.8,1.0,1.0,0.0,Low
1181,23,Male,Oregon,23,23.0,34,4.9,1.0,1.0,0.0,Low
1182,61,Male,New York,96,96.0,43,3.5,1.0,1.0,0.0,High
1183,37,Male,New Mexico,21,21.0,45,3.8,1.0,1.0,0.0,Low
1184,23,Male,Louisiana,39,39.0,4,4.5,1.0,1.0,0.0,Low
1185,63,Male,South Carolina,73,73.0,19,3.4,1.0,1.0,0.0,Medium
1186,47,Male,Maine,64,64.0,29,3.9,1.0,1.0,0.0,Medium
1187,63,Male,Indiana,68,68.0,27,4.1,1.0,1.0,0.0,Medium
1188,56,Male,Iowa,89,89.0,37,3.0,1.0,1.0,0.0,High
1189,68,Male,Mississippi,29,29.0,11,3.3,1.0,1.0,0.0,Low
1190,64,Male,Arkansas,97,97.0,28,,1.0,1.0,0.0,High
1191,62,Male,South Carolina,45,45.0,31,4.3,1.0,1.0,0.0,Low
1192,34,Male,Indiana,70,70.0,50,4.1,1.0,1.0,0.0,Medium
1193,49,Male,Florida,56,56.0,42,4.0,1.0,1.0,0.0,Medium
1194,40,Male,Alaska,55,55.0,18,5.0,1.0,1.0,0.0,Medium
1195,50,Male,New York,46,46.0,6,3.1,1.0,1.0,0.0,Medium
1196,25,Male,Texas,95,95.0,33,4.0,1.0,1.0,0.0,High
1197,30,Male,North Dakota,88,88.0,13,3.2,1.0,1.0,0.0,High
1198,54,Male,Vermont,92,92.0,26,3.9,1.0,1.0,0.0,High
1199,40,Male,New Jersey,49,49.0,17,3.9,1.0,1.0,0.0,Medium
1200,49,Male,Maryland,89,89.0,3,4.5,1.0,1.0,0.0,High
1201,27,Male,Connecticut,22,22.0,7,4.4,1.0,1.0,0.0,Low
1202,27,Male,Illinois,61,61.0,46,3.1,1.0,1.0,0.0,Medium
1203,48,Male,Maryland,29,29.0,14,2.9,1.0,1.0,0.0,Low
1204,40,Male,Minnesota,82,82.0,23,3.7,1.0,1.0,0.0,High
1205,67,Male,Florida,94,94.0,20,3.2,1.0,1.0,0.0,High
1206,52,Male,California,99,99.0,38,3.5,1.0,1.0,0.0,High
1207,22,Male,Mississippi,59,59.0,16,3.0,1.0,1.0,0.0,Medium
1208,62,Male,Washington,90,90.0,48,4.1,1.0,1.0,0.0,High
1209,20,Male,Wisconsin,100,100.0,8,,1.0,1.0,0.0,High
1210,41,Male,Pennsylvania,62,62.0,16,3.8,1.0,1.0,0.0,Medium
1211,34,Male,Missouri,78,78.0,5,4.1,1.0,1.0,0.0,High
1212,23,Male,Oklahoma,94,94.0,14,4.6,1.0,1.0,0.0,High
1213,32,Male,Pennsylvania,74,74.0,18,2.5,1.0,1.0,0.0,High
1214,68,Male,Kentucky,52,52.0,14,3.7,1.0,1.0,0.0,Medium
1215,30,Male,Vermont,81,81.0,5,3.8,1.0,1.0,0.0,High
1216,66,Male,Oregon,20,20.0,15,2.6,1.0,1.0,0.0,Low
1217,62,Male,Utah,32,32.0,3,3.7,1.0,1.0,0.0,Low
1218,50,Male,Nebraska,63,63.0,12,2.6,1.0,1.0,0.0,Medium
1219,55,Male,Pennsylvania,79,79.0,43,3.1,1.0,1.0,0.0,High
1220,19,Male,Vermont,23,23.0,35,2.5,1.0,1.0,0.0,Low
1221,67,Male,Kentucky,64,64.0,36,,1.0,1.0,0.0,Medium
1222,18,Male,Iowa,69,69.0,3,4.5,1.0,1.0,0.0,Medium
1223,58,Male,Indiana,69,69.0,27,3.4,1.0,1.0,0.0,Medium
1224,69,Male,Kansas,24,24.0,21,3.9,1.0,1.0,0.0,Low
1225,62,Male,Illinois,50,50.0,18,3.7,1.0,1.0,0.0,Medium
1226,28,Male,North Carolina,97,97.0,16,2.6,1.0,1.0,0.0,High
1227,53,Male,Ohio,91,91.0,18,3.4,1.0,1.0,0.0,High
1228,27,Male,Illinois,37,37.0,19,4.9,1.0,1.0,0.0,Low
1229,55,Male,Indiana,55,55.0,1,3.9,1.0,1.0,0.0,Medium
1230,34,Male,Kansas,52,52.0,39,3.6,1.0,1.0,0.0,Medium
1231,25,Male,Illinois,80,80.0,49,,1.0,1.0,0.0,High
1232,66,Male,Pennsylvania,79,79.0,43,4.0,1.0,1.0,0.0,High
1233,57,Male,New York,23,23.0,31,3.6,1.0,1.0,0.0,Low
1234,46,Male,Utah,73,73.0,40,3.5,1.0,1.0,0.0,Medium
1235,38,Male,New Jersey,99,99.0,2,4.1,1.0,1.0,0.0,High
1236,23,Male,Idaho,22,22.0,46,3.0,1.0,1.0,0.0,Low
1237,42,Male,New Mexico,68,68.0,35,4.4,1.0,1.0,0.0,Medium
1238,25,Male,Michigan,92,92.0,42,4.4,1.0,1.0,0.0,High
1239,55,Male,Wyoming,77,77.0,3,3.7,1.0,1.0,0.0,High
1240,62,Male,New Jersey,37,37.0,32,4.8,1.0,1.0,0.0,Low
1241,41,Male,New Jersey,79,79.0,48,2.9,1.0,1.0,0.0,High
1242,58,Male,Hawaii,51,51.0,34,3.1,1.0,1.0,0.0,Medium
1243,56,Male,Nevada,27,27.0,15,4.0,1.0,1.0,0.0,Low
1244,25,Male,New Hampshire,23,23.0,22,3.0,1.0,1.0,0.0,Low
1245,70,Male,Indiana,76,76.0,2,3.9,1.0,1.0,0.0,High
1246,42,Male,New York,31,31.0,30,3.4,1.0,1.0,0.0,Low
1247,27,Male,Louisiana,60,60.0,27,2.7,1.0,1.0,0.0,Medium
1248,65,Male,Virginia,99,99.0,18,,1.0,1.0,0.0,High
1249,62,Male,Wisconsin,37,37.0,8,3.0,1.0,1.0,0.0,Low
1250,62,Male,Oregon,50,50.0,48,4.5,1.0,1.0,0.0,Medium
1251,52,Male,New Hampshire,26,26.0,24,4.1,1.0,1.0,0.0,Low
1252,56,Male,Indiana,86,86.0,43,5.0,1.0,1.0,0.0,High
1253,28,Male,Massachusetts,41,41.0,8,4.0,1.0,1.0,0.0,Low
1254,39,Male,Montana,23,23.0,49,4.9,1.0,1.0,0.0,Low
1255,54,Male,California,56,56.0,2,3.3,1.0,1.0,0.0,Medium
1256,30,Male,Indiana,68,68.0,38,4.1,1.0,1.0,0.0,Medium
1257,45,Male,West Virginia,48,48.0,4,3.6,1.0,1.0,0.0,Medium
1258,68,Male,Minnesota,67,67.0,31,3.0,1.0,1.0,0.0,Medium
1259,47,Male,Ohio,87,87.0,34,4.1,1.0,1.0,0.0,High
1260,68,Male,Minnesota,64,64.0,45,3.9,1.0,1.0,0.0,Medium
1261,63,Male,Virginia,93,93.0,30,4.1,1.0,1.0,0.0,High
1262,20,Male,Connecticut,29,29.0,2,2.8,1.0,1.0,0.0,Low
1263,29,Male,Tennessee,62,62.0,44,4.8,1.0,1.0,0.0,Medium
1264,41,Male,Delaware,70,70.0,1,4.6,1.0,1.0,0.0,Medium
1265,52,Male,Vermont,92,92.0,1,2.5,1.0,1.0,0.0,High
1266,32,Male,Louisiana,79,79.0,27,2.7,1.0,1.0,0.0,High
1267,20,Male,North Dakota,31,31.0,14,4.0,1.0,1.0,0.0,Low
1268,47,Male,Oregon,83,83.0,41,2.7,1.0,1.0,0.0,High
1269,23,Male,Idaho,88,88.0,25,2.9,1.0,1.0,0.0,High
1270,43,Male,Vermont,53,53.0,47,3.0,1.0,1.0,0.0,Medium
1271,67,Male,West Virginia,98,98.0,20,3.3,1.0,1.0,0.0,High
1272,70,Male,Kentucky,57,57.0,42,4.3,1.0,1.0,0.0,Medium
1273,35,Male,Wisconsin,80,80.0,16,4.4,1.0,1.0,0.0,High
1274,41,Male,Mississippi,29,29.0,32,4.1,1.0,1.0,0.0,Low
1275,54,Male,Missouri,73,73.0,37,3.1,1.0,1.0,0.0,Medium
1276,55,Male,Arkansas,32,32.0,1,4.5,1.0,1.0,0.0,Low
1277,51,Male,Wyoming,68,68.0,37,4.8,1.0,1.0,0.0,Medium
1278,19,Male,Rhode Island,97,97.0,5,5.0,1.0,1.0,0.0,High
1279,28,Male,Utah,98,98.0,31,2.8,1.0,1.0,0.0,High
1280,63,Male,Maryland,56,56.0,18,3.7,1.0,1.0,0.0,Medium
1281,30,Male,Georgia,78,78.0,39,4.4,1.0,1.0,0.0,High
1282,29,Male,New Jersey,81,81.0,8,4.5,1.0,1.0,0.0,High
1283,24,Male,New Hampshire,68,68.0,20,3.0,1.0,1.0,0.0,Medium
1284,69,Male,Oregon,94,94.0,23,3.9,1.0,1.0,0.0,High
1285,65,Male,Arkansas,93,93.0,38,3.9,1.0,1.0,0.0,High
1286,64,Male,North Carolina,99,99.0,45,3.5,1.0,1.0,0.0,High
1287,40,Male,West Virginia,49,49.0,44,4.9,1.0,1.0,0.0,Medium
1288,24,Male,Utah,28,28.0,20,3.4,1.0,1.0,0.0,Low
1289,66,Male,South Dakota,93,93.0,34,4.1,1.0,1.0,0.0,High
1290,35,Male,New Hampshire,24,24.0,10,2.9,1.0,1.0,0.0,Low
1291,67,Male,Maryland,35,35.0,3,3.4,1.0,1.0,0.0,Low
1292,69,Male,South Dakota,68,68.0,23,3.2,1.0,1.0,0.0,Medium
1293,26,Male,Kentucky,61,61.0,42,,1.0,1.0,0.0,Medium
1294,23,Male,Florida,74,74.0,30,4.1,1.0,1.0,0.0,High
1295,27,Male,Texas,64,64.0,21,4.5,1.0,1.0,0.0,Medium
1296,30,Male,New Mexico,60,60.0,50,2.8,1.0,1.0,0.0,Medium
1297,48,Male,South Dakota,29,29.0,16,2.8,1.0,1.0,0.0,Low
1298,44,Male,New Jersey,85,85.0,32,4.6,1.0,1.0,0.0,High
1299,29,Male,Indiana,81,81.0,14,3.0,1.0,1.0,0.0,High
1300,29,Male,Louisiana,23,23.0,42,3.6,1.0,1.0,0.0,Low
1301,67,Male,West Virginia,100,100.0,47,4.5,1.0,1.0,0.0,High
1302,42,Male,Maine,54,54.0,21,5.0,1.0,1.0,0.0,Medium
1303,23,Male,Idaho,25,25.0,37,2.9,1.0,1.0,0.0,Low
1304,34,Male,New York,32,32.0,10,3.1,1.0,1.0,0.0,Low
1305,64,Male,Montana,63,63.0,18,4.0,1.0,1.0,0.0,Medium
1306,31,Male,Mississippi,56,56.0,2,4.5,1.0,1.0,0.0,Medium
1307,54,Male,Alaska,33,33.0,40,4.5,1.0,1.0,0.0,Low
1308,23,Male,Missouri,32,32.0,43,3.1,1.0,1.0,0.0,Low
1309,59,Male,Rhode Island,38,38.0,14,4.4,1.0,1.0,0.0,Low
1310,32,Male,Hawaii,21,21.0,41,4.7,1.0,1.0,0.0,Low
1311,43,Male,South Carolina,59,59.0,38,3.1,1.0,1.0,0.0,Medium
1312,32,Male,Tennessee,87,87.0,12,4.2,1.0,1.0,0.0,High
1313,66,Male,Missouri,79,79.0,19,3.0,1.0,1.0,0.0,High
1314,70,Male,Missouri,28,28.0,23,,1.0,1.0,0.0,Low
1315,42,Male,Missouri,67,67.0,49,3.4,1.0,1.0,0.0,Medium
1316,56,Male,Mississippi,75,75.0,29,4.2,1.0,1.0,0.0,High
1317,28,Male,Arkansas,32,32.0,14,4.6,1.0,1.0,0.0,Low
1318,28,Male,Kentucky,43,43.0,19,2.8,1.0,1.0,0.0,Low
1319,52,Male,Connecticut,93,93.0,19,2.7,1.0,1.0,0.0,High
1320,65,Male,Oklahoma,24,24.0,48,4.0,1.0,1.0,0.0,Low
1321,56,Male,California,31,31.0,19,3.1,1.0,1.0,0.0,Low
1322,59,Male,Missouri,84,84.0,45,3.7,1.0,1.0,0.0,High
1323,23,Male,Washington,74,74.0,17,4.0,1.0,1.0,0.0,High
1324,58,Male,New York,62,62.0,15,4.6,1.0,1.0,0.0,Medium
1325,39,Male,Indiana,77,77.0,11,3.8,1.0,1.0,0.0,High
1326,28,Male,Oregon,73,73.0,1,3.5,1.0,1.0,0.0,Medium
1327,40,Male,Texas,50,50.0,17,,1.0,1.0,0.0,Medium
1328,52,Male,Florida,40,40.0,37,2.8,1.0,1.0,0.0,Low
1329,37,Male,Rhode Island,97,97.0,40,3.7,1.0,1.0,0.0,High
1330,70,Male,Texas,63,63.0,50,3.3,1.0,1.0,0.0,Medium
1331,30,Male,Vermont,65,65.0,20,2.9,1.0,1.0,0.0,Medium
1332,38,Male,Maryland,91,91.0,8,3.2,1.0,1.0,0.0,High
1333,66,Male,Alaska,60,60.0,16,4.3,1.0,1.0,0.0,Medium
1334,29,Male,Idaho,69,69.0,9,2.7,1.0,1.0,0.0,Medium
1335,46,Male,West Virginia,52,52.0,12,,1.0,1.0,0.0,Medium
1336,56,Male,Nevada,49,49.0,26,4.8,1.0,1.0,0.0,Medium
1337,23,Male,Oregon,85,85.0,44,4.8,1.0,1.0,0.0,High
1338,37,Male,Tennessee,86,86.0,19,3.4,1.0,1.0,0.0,High
1339,56,Male,Alabama,51,51.0,43,2.6,1.0,1.0,0.0,Medium
1340,36,Male,Indiana,56,56.0,5,5.0,1.0,1.0,0.0,Medium
1341,40,Male,Idaho,72,72.0,5,4.4,1.0,1.0,0.0,Medium
1342,26,Male,Rhode Island,27,27.0,31,,1.0,1.0,0.0,Low
1343,57,Male,Arizona,43,43.0,11,3.4,1.0,1.0,0.0,Low
1344,68,Male,Florida,56,56.0,34,3.4,1.0,1.0,0.0,Medium
1345,56,Male,New York,37,37.0,14,4.9,1.0,1.0,0.0,Low
1346,40,Male,Nebraska,21,21.0,42,3.6,1.0,1.0,0.0,Low
1347,44,Male,Mississippi,91,91.0,15,3.0,1.0,1.0,0.0,High
1348,44,Male,Vermont,95,95.0,47,3.9,1.0,1.0,0.0,High
1349,19,Male,Nebraska,54,54.0,23,3.2,1.0,1.0,0.0,Medium
1350,21,Male,South Carolina,36,36.0,23,3.2,1.0,1.0,0.0,Low
1351,31,Male,Delaware,71,71.0,1,4.3,1.0,1.0,0.0,Medium
1352,30,Male,Vermont,31,31.0,28,2.8,1.0,1.0,0.0,Low
1353,65,Male,Indiana,89,89.0,37,4.5,1.0,1.0,0.0,High
1354,39,Male,Oregon,83,83.0,4,4.1,1.0,1.0,0.0,High
1355,64,Male,Maryland,42,42.0,21,3.6,1.0,1.0,0.0,Low
1356,59,Male,Florida,91,91.0,50,3.0,1.0,1.0,0.0,High
1357,49,Male,Indiana,61,61.0,34,4.0,1.0,1.0,0.0,Medium
1358,24,Male,Texas,66,66.0,20,3.5,1.0,1.0,0.0,Medium
1359,19,Male,Nebraska,22,22.0,25,2.5,1.0,1.0,0.0,Low
1360,27,Male,North Carolina,68,68.0,26,4.3,1.0,1.0,0.0,Medium
1361,56,Male,Alabama,43,43.0,4,2.8,1.0,1.0,0.0,Low
1362,49,Male,Alabama,32,32.0,39,3.7,1.0,1.0,0.0,Low
1363,41,Male,Colorado,46,46.0,29,4.3,1.0,1.0,0.0,Medium
1364,36,Male,Wisconsin,90,90.0,47,4.0,1.0,1.0,0.0,High
1365,68,Male,Delaware,75,75.0,5,4.7,1.0,1.0,0.0,High
1366,28,Male,Indiana,69,69.0,18,4.5,1.0,1.0,0.0,Medium
1367,45,Male,Iowa,40,40.0,10,3.1,1.0,1.0,0.0,Low
1368,60,Male,Iowa,63,63.0,25,3.8,1.0,1.0,0.0,Medium
1369,21,Male,Wisconsin,36,36.0,2,4.9,1.0,1.0,0.0,Low
1370,32,Male,Iowa,75,75.0,48,3.2,1.0,1.0,0.0,High
1371,27,Male,Montana,67,67.0,41,,1.0,1.0,0.0,Medium
1372,40,Male,Mississippi,64,64.0,42,2.8,1.0,1.0,0.0,Medium
1373,64,Male,Michigan,61,61.0,44,4.0,1.0,1.0,0.0,Medium
1374,18,Male,Virginia,40,40.0,6,2.6,1.0,1.0,0.0,Low
1375,22,Male,New York,97,97.0,5,2.7,1.0,1.0,0.0,High
1376,42,Male,Maine,31,31.0,8,4.1,1.0,1.0,0.0,Low
1377,57,Male,New Jersey,65,65.0,24,5.0,1.0,1.0,0.0,Medium
1378,33,Male,Maryland,54,54.0,42,3.0,1.0,1.0,0.0,Medium
1379,37,Male,Kentucky,49,49.0,24,3.6,1.0,1.0,0.0,Medium
1380,21,Male,Minnesota,64,64.0,38,2.8,1.0,1.0,0.0,Medium
1381,51,Male,Massachusetts,35,35.0,41,4.6,1.0,1.0,0.0,Low
1382,30,Male,Illinois,86,86.0,48,2.9,1.0,1.0,0.0,High
1383,68,Male,Michigan,55,55.0,16,4.8,1.0,1.0,0.0,Medium
1384,36,Male,Wisconsin,58,58.0,4,3.3,1.0,1.0,0.0,Medium
1385,46,Male,Alaska,96,96.0,8,4.6,1.0,1.0,0.0,High
1386,41,Male,Mississippi,64,64.0,1,2.6,1.0,1.0,0.0,Medium
1387,68,Male,Oregon,56,56.0,4,4.0,1.0,1.0,0.0,Medium
1388,21,Male,Maryland,85,85.0,20,3.8,1.0,1.0,0.0,High
1389,62,Male,Arkansas,23,23.0,40,3.9,1.0,1.0,0.0,Low
1390,59,Male,Illinois,72,72.0,8,2.6,1.0,1.0,0.0,Medium
1391,25,Male,Arkansas,38,38.0,42,4.3,1.0,1.0,0.0,Low
1392,53,Male,Mississippi,29,29.0,38,3.6,1.0,1.0,0.0,Low
